distance_km,avg_speed_kmph,vehicle_type,traffic_level,co2_emission
28.2,16,bike,high,1692.0
91.1,7,car,high,16398.0
89.2,16,car,high,16056.0
4.1,72,bike,low,164.0
76.4,40,bike,low,3056.0
29.4,55,car,low,3528.0
69.3,35,bike,medium,3326.4
91.1,39,car,medium,13118.4
93.4,20,car,medium,13449.6
74.5,71,car,low,8940.0
19.6,38,bike,medium,940.8
73.1,48,car,low,8772.0
8.6,44,bike,low,344.0
50.1,32,bike,medium,2404.8
59.8,39,car,medium,8611.2
74.1,37,bike,medium,3556.8
38.7,34,car,medium,5572.8
3.1,63,car,low,372.0
98.7,58,car,low,11844.0
3.2,11,bike,high,192.0
92.9,20,bike,high,5574.0
18.9,9,car,high,3402.0
10.4,54,car,low,1248.0
57.8,6,car,high,10404.0
2.6,8,car,high,468.0
66.2,22,bike,medium,3177.6
97.8,17,car,high,17604.0
17.0,53,bike,low,680.0
16.8,40,bike,low,672.0
81.5,14,bike,high,4890.0
72.3,6,car,high,13014.0
28.1,21,bike,medium,1348.8
10.7,76,car,low,1284.0
39.3,19,car,high,7074.0
87.5,7,bike,high,5250.0
91.3,15,car,high,16434.0
14.9,6,car,high,2682.0
49.4,7,bike,high,2964.0
1.2,15,car,high,216.0
1.2,30,car,medium,172.8
36.0,53,car,low,4320.0
96.0,69,car,low,11520.0
32.2,64,car,low,3864.0
65.4,37,bike,medium,3139.2
74.5,51,car,low,8940.0
18.0,34,bike,medium,864.0
19.0,68,bike,low,760.0
46.2,52,bike,low,1848.0
91.3,75,bike,low,3652.0
21.3,22,car,medium,3067.2
25.4,36,bike,medium,1219.2
95.3,18,bike,high,5718.0
97.7,26,bike,medium,4689.6
56.4,64,car,low,6768.0
11.5,6,car,high,2070.0
67.9,34,car,medium,9777.6
66.3,40,car,low,7956.0
53.6,7,bike,high,3216.0
69.5,14,car,high,12510.0
53.8,12,car,high,9684.0
15.4,44,bike,low,616.0
29.6,77,car,low,3552.0
14.9,37,car,medium,2145.6
24.5,29,car,medium,3528.0
12.2,38,car,medium,1756.8
43.0,64,bike,low,1720.0
59.6,24,car,medium,8582.4
77.0,43,car,low,9240.0
79.5,48,car,low,9540.0
34.6,54,bike,low,1384.0
81.9,77,car,low,9828.0
96.1,20,bike,high,5766.0
58.0,71,car,low,6960.0
33.4,8,car,high,6012.0
63.9,10,bike,high,3834.0
6.6,57,car,low,792.0
92.9,16,car,high,16722.0
48.7,25,car,medium,7012.8
67.1,11,car,high,12078.0
47.8,35,bike,medium,2294.4
28.2,12,car,high,5076.0
41.5,8,car,high,7470.0
2.1,9,bike,high,126.0
27.9,58,bike,low,1116.0
28.1,17,bike,high,1686.0
26.1,55,bike,low,1044.0
73.8,46,bike,low,2952.0
99.8,54,bike,low,3992.0
29.3,48,bike,low,1172.0
65.7,10,bike,high,3942.0
23.1,40,car,medium,3326.4
15.9,55,car,low,1908.0
81.3,58,car,low,9756.0
57.4,17,car,high,10332.0
36.1,9,bike,high,2166.0
95.0,62,bike,low,3800.0
44.2,31,bike,medium,2121.6
11.5,42,car,low,1380.0
79.1,49,car,low,9492.0
99.1,16,bike,high,5946.0
72.5,20,car,high,13050.0
65.7,78,bike,low,2628.0
57.7,31,car,medium,8308.8
80.1,11,bike,high,4806.0
83.5,72,bike,low,3340.0
83.1,13,car,high,14958.0
81.0,36,car,medium,11664.0
38.0,20,car,medium,5472.0
52.2,30,bike,medium,2505.6
66.0,5,bike,high,3960.0
64.9,7,bike,high,3894.0
54.3,6,bike,high,3258.0
63.8,59,car,low,7656.0
59.1,11,car,high,10638.0
22.4,79,bike,low,896.0
26.4,20,bike,high,1584.0
44.1,80,bike,low,1764.0
60.7,29,bike,medium,2913.6
38.6,12,bike,high,2316.0
20.2,62,car,low,2424.0
59.8,52,bike,low,2392.0
82.7,13,car,high,14886.0
87.2,40,car,medium,12556.8
37.1,35,bike,medium,1780.8
55.3,37,car,medium,7963.2
21.4,66,car,low,2568.0
79.6,15,bike,high,4776.0
27.8,44,car,low,3336.0
36.6,36,car,medium,5270.4
87.1,73,car,low,10452.0
52.2,23,car,medium,7516.8
92.6,34,car,medium,13334.4
69.9,33,car,medium,10065.6
67.2,68,bike,low,2688.0
92.6,34,bike,medium,4444.8
56.4,11,bike,high,3384.0
24.6,29,bike,medium,1180.8
89.9,28,car,medium,12945.6
99.7,10,car,high,17946.0
46.1,58,bike,low,1844.0
41.6,20,bike,high,2496.0
99.4,10,car,high,17892.0
24.0,10,car,high,4320.0
25.9,26,car,medium,3729.6
1.3,28,car,medium,187.2
40.8,16,car,high,7344.0
48.6,12,bike,high,2916.0
17.0,12,bike,high,1020.0
87.8,74,car,low,10536.0
13.4,37,car,medium,1929.6
51.4,6,bike,high,3084.0
80.9,16,bike,high,4854.0
77.7,19,car,high,13986.0
5.0,14,car,high,900.0
15.5,26,car,medium,2232.0
44.0,18,car,high,7920.0
71.7,21,car,medium,10324.8
68.6,36,bike,medium,3292.8
83.2,6,bike,high,4992.0
99.0,5,car,high,17820.0
53.8,6,car,high,9684.0
49.0,20,car,high,8820.0
48.7,8,bike,high,2922.0
63.1,27,car,medium,9086.4
33.2,29,bike,medium,1593.6
87.8,32,bike,medium,4214.4
56.9,36,bike,medium,2731.2
66.9,6,bike,high,4014.0
8.3,63,car,low,996.0
37.3,54,bike,low,1492.0
88.3,22,bike,medium,4238.4
73.5,20,car,medium,10584.0
41.8,33,car,medium,6019.2
70.9,53,car,low,8508.0
13.6,33,car,medium,1958.4
44.3,19,car,high,7974.0
91.5,16,bike,high,5490.0
99.7,44,bike,low,3988.0
57.0,39,car,medium,8208.0
88.9,38,car,medium,12801.6
67.3,73,bike,low,2692.0
41.4,52,bike,low,1656.0
6.6,18,car,high,1188.0
52.7,31,bike,medium,2529.6
77.3,60,bike,low,3092.0
78.0,48,car,low,9360.0
27.7,35,car,medium,3988.8
10.9,11,car,high,1962.0
45.4,37,car,medium,6537.6
42.7,29,bike,medium,2049.6
44.4,59,car,low,5328.0
7.6,41,bike,low,304.0
21.5,19,car,high,3870.0
7.3,34,car,medium,1051.2
6.5,28,car,medium,936.0
10.4,39,car,medium,1497.6
74.0,11,car,high,13320.0
81.4,17,car,high,14652.0
72.3,67,car,low,8676.0
97.5,7,bike,high,5850.0
18.6,23,bike,medium,892.8
42.7,57,car,low,5124.0
31.6,13,car,high,5688.0
22.5,30,car,medium,3240.0
49.1,59,bike,low,1964.0
86.5,74,car,low,10380.0
53.7,26,bike,medium,2577.6
36.6,33,car,medium,5270.4
81.0,22,car,medium,11664.0
96.3,28,bike,medium,4622.4
2.0,74,car,low,240.0
32.2,59,bike,low,1288.0
8.0,64,bike,low,320.0
84.9,54,bike,low,3396.0
13.7,31,bike,medium,657.6
46.6,28,bike,medium,2236.8
10.6,29,car,medium,1526.4
72.4,51,bike,low,2896.0
44.5,25,car,medium,6408.0
82.4,13,bike,high,4944.0
82.5,6,bike,high,4950.0
32.6,21,bike,medium,1564.8
85.9,37,car,medium,12369.6
71.2,51,car,low,8544.0
41.3,20,bike,high,2478.0
89.6,38,car,medium,12902.4
14.0,11,bike,high,840.0
35.4,64,car,low,4248.0
4.9,67,car,low,588.0
41.4,58,bike,low,1656.0
5.6,37,car,medium,806.4
76.9,28,car,medium,11073.6
81.4,7,bike,high,4884.0
14.9,6,car,high,2682.0
62.3,30,bike,medium,2990.4
28.9,21,car,medium,4161.6
1.8,34,car,medium,259.2
42.0,12,car,high,7560.0
39.1,8,car,high,7038.0
72.0,69,bike,low,2880.0
18.7,57,car,low,2244.0
94.0,30,car,medium,13536.0
62.7,8,car,high,11286.0
76.2,30,bike,medium,3657.6
39.7,40,car,low,4764.0
44.8,15,car,high,8064.0
93.8,22,bike,medium,4502.4
17.7,17,car,high,3186.0
17.9,15,car,high,3222.0
57.4,28,car,medium,8265.6
5.0,13,bike,high,300.0
35.2,12,bike,high,2112.0
39.7,19,car,high,7146.0
25.2,45,bike,low,1008.0
28.7,39,car,medium,4132.8
48.1,24,car,medium,6926.4
6.6,76,bike,low,264.0
86.7,19,bike,high,5202.0
2.5,31,bike,medium,120.0
17.6,15,car,high,3168.0
75.2,72,car,low,9024.0
52.4,5,car,high,9432.0
35.6,52,bike,low,1424.0
8.8,53,bike,low,352.0
10.7,75,bike,low,428.0
24.6,18,car,high,4428.0
11.4,41,car,low,1368.0
55.7,27,car,medium,8020.8
28.4,29,car,medium,4089.6
51.1,31,bike,medium,2452.8
27.1,27,bike,medium,1300.8
13.9,31,bike,medium,667.2
6.9,52,car,low,828.0
18.1,36,bike,medium,868.8
38.0,47,car,low,4560.0
92.8,11,car,high,16704.0
51.6,73,bike,low,2064.0
29.5,56,bike,low,1180.0
79.4,33,car,medium,11433.6
81.5,52,bike,low,3260.0
17.9,56,bike,low,716.0
85.8,9,car,high,15444.0
91.7,20,car,high,16506.0
86.3,17,bike,high,5178.0
96.5,40,bike,medium,4632.0
71.0,24,bike,medium,3408.0
46.9,51,car,low,5628.0
23.8,29,car,medium,3427.2
29.2,31,bike,medium,1401.6
51.4,31,bike,medium,2467.2
25.9,24,car,medium,3729.6
82.8,15,car,high,14904.0
86.9,16,car,high,15642.0
98.8,71,bike,low,3952.0
9.3,24,car,medium,1339.2
19.2,38,bike,medium,921.6
47.6,56,bike,low,1904.0
8.7,10,car,high,1566.0
64.1,6,car,high,11538.0
93.8,28,car,medium,13507.2
1.6,32,bike,medium,76.8
21.2,18,car,high,3816.0
20.1,38,car,medium,2894.4
11.0,37,bike,medium,528.0
2.6,9,car,high,468.0
63.7,75,car,low,7644.0
71.3,60,car,low,8556.0
45.6,35,bike,medium,2188.8
85.2,30,bike,medium,4089.6
52.9,28,car,medium,7617.6
11.2,8,car,high,2016.0
57.9,25,car,medium,8337.6
56.9,7,bike,high,3414.0
70.5,38,bike,medium,3384.0
63.2,25,car,medium,9100.8
38.8,77,car,low,4656.0
89.5,39,bike,medium,4296.0
66.3,42,bike,low,2652.0
56.0,33,bike,medium,2688.0
60.5,50,car,low,7260.0
18.0,20,bike,high,1080.0
81.5,69,bike,low,3260.0
38.6,19,bike,high,2316.0
10.8,43,car,low,1296.0
78.5,22,car,medium,11304.0
43.0,32,car,medium,6192.0
47.3,50,bike,low,1892.0
13.3,37,car,medium,1915.2
26.0,59,car,low,3120.0
92.9,37,bike,medium,4459.2
97.6,76,car,low,11712.0
38.0,72,car,low,4560.0
17.0,40,bike,low,680.0
41.2,20,bike,high,2472.0
24.3,78,car,low,2916.0
49.6,11,bike,high,2976.0
58.8,22,car,medium,8467.2
48.8,62,bike,low,1952.0
76.1,30,bike,medium,3652.8
14.0,25,bike,medium,672.0
76.2,43,bike,low,3048.0
65.9,64,bike,low,2636.0
25.5,17,bike,high,1530.0
94.6,14,bike,high,5676.0
73.4,77,car,low,8808.0
1.5,50,car,low,180.0
83.3,22,bike,medium,3998.4
86.3,17,car,high,15534.0
36.5,29,car,medium,5256.0
15.5,76,car,low,1860.0
57.0,42,car,low,6840.0
33.4,29,car,medium,4809.6
91.1,24,bike,medium,4372.8
63.2,15,car,high,11376.0
89.4,27,bike,medium,4291.2
61.5,76,car,low,7380.0
44.8,44,bike,low,1792.0
38.2,16,bike,high,2292.0
97.7,14,bike,high,5862.0
17.9,27,car,medium,2577.6
34.0,47,car,low,4080.0
83.9,23,bike,medium,4027.2
22.6,23,bike,medium,1084.8
93.2,55,bike,low,3728.0
28.6,40,bike,low,1144.0
26.1,64,car,low,3132.0
44.3,22,bike,medium,2126.4
23.4,78,bike,low,936.0
73.9,30,car,medium,10641.6
2.3,39,bike,medium,110.4
6.0,51,car,low,720.0
64.1,38,car,medium,9230.4
17.1,70,car,low,2052.0
43.8,33,car,medium,6307.2
30.8,35,bike,medium,1478.4
23.8,39,car,medium,3427.2
70.5,15,bike,high,4230.0
71.2,13,bike,high,4272.0
31.2,18,car,high,5616.0
35.2,30,bike,medium,1689.6
47.7,66,car,low,5724.0
92.7,10,bike,high,5562.0
48.4,11,car,high,8712.0
8.4,42,bike,low,336.0
29.3,8,bike,high,1758.0
54.0,27,car,medium,7776.0
63.8,72,bike,low,2552.0
82.7,35,bike,medium,3969.6
2.1,14,car,high,378.0
7.4,44,car,low,888.0
10.7,10,car,high,1926.0
34.5,12,bike,high,2070.0
47.6,64,bike,low,1904.0
6.7,9,bike,high,402.0
80.1,58,bike,low,3204.0
84.5,36,car,medium,12168.0
40.7,16,bike,high,2442.0
25.6,33,car,medium,3686.4
12.3,18,bike,high,738.0
12.1,26,bike,medium,580.8
50.5,55,bike,low,2020.0
67.2,21,car,medium,9676.8
62.2,64,car,low,7464.0
84.7,76,bike,low,3388.0
68.0,15,car,high,12240.0
32.4,42,bike,low,1296.0
13.4,54,bike,low,536.0
64.3,69,car,low,7716.0
34.5,52,bike,low,1380.0
54.8,8,car,high,9864.0
81.8,33,car,medium,11779.2
77.7,67,bike,low,3108.0
81.3,33,car,medium,11707.2
31.4,36,bike,medium,1507.2
80.6,9,bike,high,4836.0
39.9,18,car,high,7182.0
29.1,33,bike,medium,1396.8
29.1,62,bike,low,1164.0
85.5,40,car,low,10260.0
73.1,12,car,high,13158.0
2.5,20,bike,high,150.0
24.4,10,bike,high,1464.0
79.3,19,bike,high,4758.0
99.5,7,bike,high,5970.0
56.9,23,bike,medium,2731.2
36.7,64,car,low,4404.0
18.9,27,bike,medium,907.2
21.8,8,bike,high,1308.0
55.9,76,bike,low,2236.0
72.2,9,bike,high,4332.0
40.4,27,car,medium,5817.6
87.8,18,bike,high,5268.0
56.8,79,car,low,6816.0
83.3,8,car,high,14994.0
11.8,74,bike,low,472.0
5.0,61,bike,low,200.0
93.2,36,bike,medium,4473.6
29.4,36,car,medium,4233.6
12.8,74,car,low,1536.0
73.3,25,bike,medium,3518.4
84.3,24,car,medium,12139.2
78.7,15,car,high,14166.0
18.0,64,bike,low,720.0
43.0,22,car,medium,6192.0
51.5,21,bike,medium,2472.0
63.1,6,car,high,11358.0
4.7,55,bike,low,188.0
70.1,15,bike,high,4206.0
28.5,11,bike,high,1710.0
82.1,32,car,medium,11822.4
66.8,17,bike,high,4008.0
92.0,74,car,low,11040.0
75.2,21,car,medium,10828.8
64.9,12,car,high,11682.0
59.1,22,bike,medium,2836.8
31.3,15,bike,high,1878.0
45.0,31,bike,medium,2160.0
27.5,25,bike,medium,1320.0
92.9,10,bike,high,5574.0
22.9,41,bike,low,916.0
24.2,48,car,low,2904.0
59.6,64,car,low,7152.0
43.9,32,bike,medium,2107.2
34.2,25,car,medium,4924.8
15.6,27,car,medium,2246.4
31.9,65,bike,low,1276.0
62.3,21,bike,medium,2990.4
30.0,50,car,low,3600.0
51.5,8,car,high,9270.0
40.8,65,car,low,4896.0
55.4,51,car,low,6648.0
31.9,29,bike,medium,1531.2
75.7,6,car,high,13626.0
82.1,34,bike,medium,3940.8
58.0,31,bike,medium,2784.0
70.6,29,bike,medium,3388.8
98.4,16,car,high,17712.0
78.1,43,car,low,9372.0
27.4,10,bike,high,1644.0
20.7,47,bike,low,828.0
23.6,25,car,medium,3398.4
87.2,7,bike,high,5232.0
70.0,36,car,medium,10080.0
21.0,35,bike,medium,1008.0
29.5,7,bike,high,1770.0
73.6,9,car,high,13248.0
59.0,71,bike,low,2360.0
97.8,20,bike,high,5868.0
34.2,28,car,medium,4924.8
19.7,9,bike,high,1182.0
33.7,38,car,medium,4852.8
71.5,45,car,low,8580.0
28.5,20,car,medium,4104.0
21.0,12,bike,high,1260.0
1.7,56,bike,low,68.0
74.9,11,bike,high,4494.0
35.3,64,bike,low,1412.0
56.8,14,car,high,10224.0
34.8,48,bike,low,1392.0
54.0,51,car,low,6480.0
14.3,18,car,high,2574.0
77.4,35,bike,medium,3715.2
49.9,27,bike,medium,2395.2
24.7,31,car,medium,3556.8
73.3,23,bike,medium,3518.4
95.9,11,car,high,17262.0
98.7,64,car,low,11844.0
23.8,17,car,high,4284.0
57.2,35,car,medium,8236.8
12.7,19,bike,high,762.0
94.4,56,bike,low,3776.0
1.6,52,bike,low,64.0
89.0,80,bike,low,3560.0
32.9,46,car,low,3948.0
96.7,29,bike,medium,4641.6
83.4,47,car,low,10008.0
39.8,14,bike,high,2388.0
12.4,55,bike,low,496.0
17.2,16,car,high,3096.0
15.8,21,car,medium,2275.2
58.0,15,car,high,10440.0
61.0,10,bike,high,3660.0
42.5,23,car,medium,6120.0
66.2,15,bike,high,3972.0
28.1,12,bike,high,1686.0
4.6,29,bike,medium,220.8
81.8,65,car,low,9816.0
40.4,30,car,medium,5817.6
98.2,20,bike,medium,4713.6
71.9,73,bike,low,2876.0
24.9,72,bike,low,996.0
71.8,69,car,low,8616.0
56.0,7,car,high,10080.0
5.2,15,car,high,936.0
66.1,16,car,high,11898.0
39.4,9,bike,high,2364.0
19.2,19,bike,high,1152.0
19.0,20,car,high,3420.0
31.0,74,bike,low,1240.0
32.4,73,bike,low,1296.0
50.7,10,car,high,9126.0
68.1,21,car,medium,9806.4
28.1,31,bike,medium,1348.8
76.7,16,car,high,13806.0
96.6,18,bike,high,5796.0
6.5,38,car,medium,936.0
5.1,37,bike,medium,244.8
19.1,22,car,medium,2750.4
30.5,12,bike,high,1830.0
61.8,54,car,low,7416.0
13.0,20,bike,medium,624.0
79.1,18,bike,high,4746.0
23.0,17,car,high,4140.0
17.8,6,bike,high,1068.0
30.2,10,bike,high,1812.0
26.8,17,bike,high,1608.0
20.0,43,bike,low,800.0
91.3,32,car,medium,13147.2
76.5,5,car,high,13770.0
53.1,35,car,medium,7646.4
93.1,26,bike,medium,4468.8
2.8,7,car,high,504.0
44.7,35,bike,medium,2145.6
19.2,40,bike,low,768.0
2.2,54,bike,low,88.0
1.2,21,car,medium,172.8
94.0,47,bike,low,3760.0
34.6,33,bike,medium,1660.8
31.8,5,bike,high,1908.0
12.3,30,bike,medium,590.4
53.3,58,bike,low,2132.0
50.0,24,bike,medium,2400.0
46.5,27,car,medium,6696.0
63.7,53,bike,low,2548.0
37.8,15,car,high,6804.0
22.8,42,car,low,2736.0
60.5,59,bike,low,2420.0
6.2,9,bike,high,372.0
82.3,44,bike,low,3292.0
93.2,36,bike,medium,4473.6
31.2,28,bike,medium,1497.6
65.2,34,bike,medium,3129.6
34.2,48,bike,low,1368.0
63.3,16,car,high,11394.0
10.4,6,car,high,1872.0
72.3,58,car,low,8676.0
95.6,9,bike,high,5736.0
73.0,16,car,high,13140.0
80.5,23,car,medium,11592.0
73.1,18,car,high,13158.0
18.2,69,bike,low,728.0
34.6,13,bike,high,2076.0
97.2,33,bike,medium,4665.6
36.0,25,bike,medium,1728.0
6.3,76,bike,low,252.0
4.0,48,car,low,480.0
46.7,33,bike,medium,2241.6
43.0,35,car,medium,6192.0
87.1,36,car,medium,12542.4
10.0,20,car,high,1800.0
41.8,27,car,medium,6019.2
34.4,42,bike,low,1376.0
72.2,68,car,low,8664.0
71.5,15,bike,high,4290.0
79.0,10,bike,high,4740.0
65.5,11,bike,high,3930.0
44.1,20,bike,high,2646.0
14.8,20,car,high,2664.0
97.2,51,car,low,11664.0
20.5,41,car,low,2460.0
46.8,40,car,low,5616.0
15.4,12,car,high,2772.0
31.5,20,bike,high,1890.0
84.3,28,bike,medium,4046.4
20.4,64,bike,low,816.0
50.2,31,car,medium,7228.8
20.6,21,bike,medium,988.8
92.7,74,bike,low,3708.0
68.1,40,bike,medium,3268.8
83.8,7,bike,high,5028.0
78.4,6,car,high,14112.0
11.7,68,car,low,1404.0
80.7,58,bike,low,3228.0
37.3,14,bike,high,2238.0
42.6,37,bike,medium,2044.8
33.9,16,bike,high,2034.0
51.6,50,bike,low,2064.0
62.2,41,bike,low,2488.0
19.8,13,bike,high,1188.0
3.2,78,car,low,384.0
65.3,12,car,high,11754.0
41.5,28,bike,medium,1992.0
47.3,23,car,medium,6811.2
43.8,32,car,medium,6307.2
76.2,73,bike,low,3048.0
36.7,26,car,medium,5284.8
49.8,45,bike,low,1992.0
8.6,49,bike,low,344.0
57.2,8,bike,high,3432.0
96.8,75,car,low,11616.0
73.2,9,car,high,13176.0
58.2,50,bike,low,2328.0
84.4,67,car,low,10128.0
24.9,78,car,low,2988.0
80.0,15,bike,high,4800.0
67.0,8,bike,high,4020.0
69.1,6,bike,high,4146.0
74.9,40,car,medium,10785.6
29.9,61,car,low,3588.0
18.5,18,car,high,3330.0
76.2,67,bike,low,3048.0
44.4,11,car,high,7992.0
12.9,11,car,high,2322.0
90.7,70,bike,low,3628.0
71.0,51,car,low,8520.0
38.5,35,bike,medium,1848.0
19.5,49,car,low,2340.0
31.0,5,car,high,5580.0
16.7,48,car,low,2004.0
23.9,13,car,high,4302.0
52.5,20,car,high,9450.0
12.7,75,bike,low,508.0
29.0,8,bike,high,1740.0
70.3,64,car,low,8436.0
88.9,18,bike,high,5334.0
50.2,30,car,medium,7228.8
43.6,61,car,low,5232.0
6.5,7,car,high,1170.0
55.6,9,bike,high,3336.0
32.8,47,bike,low,1312.0
94.4,21,bike,medium,4531.2
63.5,42,bike,low,2540.0
5.3,29,car,medium,763.2
11.3,15,car,high,2034.0
19.6,20,car,high,3528.0
24.1,28,car,medium,3470.4
68.2,36,car,medium,9820.8
46.5,68,bike,low,1860.0
36.9,10,bike,high,2214.0
9.2,31,bike,medium,441.6
72.8,75,car,low,8736.0
69.1,54,bike,low,2764.0
46.1,33,car,medium,6638.4
40.1,18,car,high,7218.0
86.3,49,bike,low,3452.0
26.5,20,bike,medium,1272.0
26.5,37,bike,medium,1272.0
54.0,20,bike,medium,2592.0
14.9,12,bike,high,894.0
94.5,64,car,low,11340.0
81.4,18,bike,high,4884.0
87.9,28,car,medium,12657.6
70.6,14,car,high,12708.0
81.3,20,bike,high,4878.0
45.8,37,bike,medium,2198.4
45.4,42,car,low,5448.0
87.3,23,bike,medium,4190.4
49.0,77,car,low,5880.0
8.7,28,bike,medium,417.6
11.1,28,car,medium,1598.4
17.6,8,bike,high,1056.0
14.7,24,car,medium,2116.8
62.7,12,car,high,11286.0
44.8,60,car,low,5376.0
45.1,12,bike,high,2706.0
28.3,7,car,high,5094.0
59.7,53,car,low,7164.0
70.4,31,bike,medium,3379.2
34.5,63,bike,low,1380.0
46.4,79,car,low,5568.0
10.2,14,bike,high,612.0
42.9,18,car,high,7722.0
7.7,40,car,medium,1108.8
10.0,8,car,high,1800.0
71.6,18,car,high,12888.0
78.8,6,car,high,14184.0
85.0,68,car,low,10200.0
99.2,63,bike,low,3968.0
95.9,40,bike,medium,4603.2
23.3,12,bike,high,1398.0
71.9,39,bike,medium,3451.2
90.7,15,car,high,16326.0
67.4,16,car,high,12132.0
8.8,18,bike,high,528.0
63.0,38,car,medium,9072.0
15.9,39,car,medium,2289.6
40.9,7,bike,high,2454.0
79.5,22,car,medium,11448.0
33.0,68,bike,low,1320.0
27.1,26,bike,medium,1300.8
59.7,19,bike,high,3582.0
81.8,72,bike,low,3272.0
30.8,8,car,high,5544.0
19.1,70,car,low,2292.0
71.4,35,bike,medium,3427.2
26.7,30,car,medium,3844.8
54.4,35,car,medium,7833.6
58.2,20,bike,high,3492.0
98.7,25,bike,medium,4737.6
83.0,5,bike,high,4980.0
63.4,70,car,low,7608.0
55.7,5,car,high,10026.0
27.8,50,bike,low,1112.0
9.2,12,car,high,1656.0
17.6,8,car,high,3168.0
2.6,68,bike,low,104.0
63.8,22,car,medium,9187.2
7.7,25,bike,medium,369.6
25.4,18,bike,high,1524.0
32.8,13,car,high,5904.0
54.7,65,car,low,6564.0
25.4,73,car,low,3048.0
45.7,40,car,medium,6580.8
10.7,55,bike,low,428.0
44.5,25,car,medium,6408.0
91.3,54,bike,low,3652.0
46.2,8,bike,high,2772.0
85.7,75,bike,low,3428.0
55.7,33,car,medium,8020.8
24.9,52,car,low,2988.0
50.4,24,car,medium,7257.6
52.5,36,bike,medium,2520.0
2.0,12,bike,high,120.0
23.6,72,bike,low,944.0
91.9,23,bike,medium,4411.2
84.9,17,bike,high,5094.0
48.0,8,car,high,8640.0
99.0,56,bike,low,3960.0
30.9,65,car,low,3708.0
27.4,60,bike,low,1096.0
13.0,71,bike,low,520.0
30.6,79,bike,low,1224.0
24.8,33,car,medium,3571.2
82.7,38,bike,medium,3969.6
22.5,13,bike,high,1350.0
71.0,48,bike,low,2840.0
14.1,23,bike,medium,676.8
87.8,56,bike,low,3512.0
19.8,26,car,medium,2851.2
38.7,10,car,high,6966.0
74.5,31,bike,medium,3576.0
16.0,39,car,medium,2304.0
11.8,80,bike,low,472.0
26.1,16,car,high,4698.0
61.2,30,car,medium,8812.8
38.1,26,bike,medium,1828.8
13.8,60,car,low,1656.0
34.9,44,bike,low,1396.0
27.4,19,car,high,4932.0
54.3,62,bike,low,2172.0
66.3,65,bike,low,2652.0
70.8,45,bike,low,2832.0
58.7,24,car,medium,8452.8
97.9,20,bike,high,5874.0
54.1,55,car,low,6492.0
48.2,7,car,high,8676.0
2.3,27,car,medium,331.2
96.7,19,car,high,17406.0
73.8,27,car,medium,10627.2
11.4,12,bike,high,684.0
66.6,12,car,high,11988.0
28.6,75,car,low,3432.0
72.6,35,bike,medium,3484.8
85.8,80,car,low,10296.0
17.0,31,car,medium,2448.0
71.1,17,bike,high,4266.0
36.5,14,bike,high,2190.0
8.5,44,car,low,1020.0
16.9,56,bike,low,676.0
3.9,5,car,high,702.0
48.2,79,bike,low,1928.0
92.4,20,bike,high,5544.0
85.2,11,car,high,15336.0
72.7,30,car,medium,10468.8
88.8,10,car,high,15984.0
50.4,10,car,high,9072.0
70.2,40,bike,medium,3369.6
17.1,17,bike,high,1026.0
97.7,7,bike,high,5862.0
19.9,62,car,low,2388.0
39.4,22,bike,medium,1891.2
26.7,22,car,medium,3844.8
53.0,13,bike,high,3180.0
47.4,60,bike,low,1896.0
2.7,57,car,low,324.0
35.0,28,bike,medium,1680.0
43.0,75,car,low,5160.0
2.5,57,car,low,300.0
21.7,34,car,medium,3124.8
35.7,39,car,medium,5140.8
27.2,9,bike,high,1632.0
61.0,16,bike,high,3660.0
54.6,8,bike,high,3276.0
72.9,20,car,medium,10497.6
76.2,5,bike,high,4572.0
48.2,20,bike,high,2892.0
58.9,31,car,medium,8481.6
33.7,6,bike,high,2022.0
26.9,69,car,low,3228.0
55.8,35,bike,medium,2678.4
44.8,21,bike,medium,2150.4
61.6,29,bike,medium,2956.8
56.8,49,car,low,6816.0
74.8,79,bike,low,2992.0
45.7,14,car,high,8226.0
86.0,25,bike,medium,4128.0
37.5,7,bike,high,2250.0
92.4,20,car,high,16632.0
46.2,8,car,high,8316.0
31.8,34,bike,medium,1526.4
17.9,76,bike,low,716.0
10.3,13,bike,high,618.0
31.5,41,bike,low,1260.0
31.0,78,bike,low,1240.0
99.1,14,bike,high,5946.0
80.2,20,car,high,14436.0
21.6,10,bike,high,1296.0
46.9,18,car,high,8442.0
69.7,63,bike,low,2788.0
54.5,75,car,low,6540.0
2.9,34,bike,medium,139.2
65.8,69,car,low,7896.0
14.7,10,car,high,2646.0
77.0,56,car,low,9240.0
86.1,12,bike,high,5166.0
47.6,5,car,high,8568.0
22.4,28,car,medium,3225.6
51.0,27,bike,medium,2448.0
89.7,11,bike,high,5382.0
64.0,30,bike,medium,3072.0
63.1,19,car,high,11358.0
31.7,17,bike,high,1902.0
88.1,17,car,high,15858.0
85.7,34,bike,medium,4113.6
11.8,20,car,high,2124.0
12.0,39,bike,medium,576.0
73.9,77,car,low,8868.0
97.8,57,bike,low,3912.0
7.6,40,bike,low,304.0
1.7,67,car,low,204.0
91.2,8,car,high,16416.0
53.3,20,car,high,9594.0
10.4,8,car,high,1872.0
13.5,8,car,high,2430.0
51.3,28,car,medium,7387.2
54.5,60,car,low,6540.0
26.6,10,bike,high,1596.0
59.4,20,bike,medium,2851.2
35.1,20,car,medium,5054.4
